score_col	pfes_value	p_case	p_control
PFES	5.248053	0.394353	0.096669
PFES	5.252299	0.394728	0.096491
PFES	5.256546	0.395103	0.096314
PFES	5.260792	0.395478	0.096137
PFES	5.265039	0.395854	0.09596
PFES	5.269285	0.396229	0.095783
PFES	5.273531	0.396605	0.095606
PFES	5.277778	0.396981	0.09543
PFES	5.282024	0.397357	0.095254
PFES	5.286271	0.397734	0.095078
PFES	5.290517	0.39811	0.094902
PFES	5.294763	0.398487	0.094726
PFES	5.29901	0.398863	0.09455
PFES	5.303256	0.39924	0.094375
PFES	5.307503	0.399617	0.0942
PFES	5.311749	0.399994	0.094025
PFES	5.315996	0.400372	0.093851
PFES	5.320242	0.400749	0.093676
PFES	5.324488	0.401127	0.093502
PFES	5.328735	0.401504	0.093328
PFES	5.332981	0.401882	0.093154
PFES	5.337228	0.40226	0.09298
PFES	5.341474	0.402638	0.092806
PFES	5.345721	0.403017	0.092633
PFES	5.349967	0.403395	0.09246
PFES	5.354213	0.403774	0.092287
PFES	5.35846	0.404152	0.092114
PFES	5.362706	0.404531	0.091941
PFES	5.366953	0.40491	0.091769
PFES	5.371199	0.405289	0.091597
PFES	5.375446	0.405668	0.091425
PFES	5.379692	0.406048	0.091253
PFES	5.383938	0.406427	0.091081
PFES	5.388185	0.406807	0.09091
PFES	5.392431	0.407186	0.090739
PFES	5.396678	0.407566	0.090567
PFES	5.400924	0.407946	0.090397
PFES	5.405171	0.408326	0.090226
PFES	5.409417	0.408706	0.090055
PFES	5.413663	0.409086	0.089885
PFES	5.41791	0.409467	0.089715
PFES	5.422156	0.409847	0.089545
PFES	5.426403	0.410228	0.089376
PFES	5.430649	0.410609	0.089206
PFES	5.434895	0.410989	0.089037
PFES	5.439142	0.41137	0.088868
PFES	5.443388	0.411751	0.088699
PFES	5.447635	0.412133	0.08853
PFES	5.451881	0.412514	0.088362
PFES	5.456128	0.412895	0.088194
PFES	5.460374	0.413277	0.088026
PFES	5.46462	0.413658	0.087858
PFES	5.468867	0.41404	0.08769
PFES	5.473113	0.414422	0.087523
PFES	5.47736	0.414804	0.087355
PFES	5.481606	0.415186	0.087188
PFES	5.485853	0.415568	0.087022
PFES	5.490099	0.41595	0.086855
PFES	5.494345	0.416332	0.086688
PFES	5.498592	0.416715	0.086522
PFES	5.502838	0.417097	0.086356
PFES	5.507085	0.41748	0.08619
PFES	5.511331	0.417863	0.086025
PFES	5.515578	0.418245	0.085859
PFES	5.519824	0.418628	0.085694
PFES	5.52407	0.419011	0.085529
PFES	5.528317	0.419394	0.085364
PFES	5.532563	0.419777	0.0852
PFES	5.53681	0.420161	0.085035
PFES	5.541056	0.420544	0.084871
PFES	5.545303	0.420927	0.084708
PFES	5.549549	0.421311	0.084544
PFES	5.553795	0.421694	0.08438
PFES	5.558042	0.422078	0.084217
PFES	5.562288	0.422462	0.084054
PFES	5.566535	0.422845	0.083891
PFES	5.570781	0.423229	0.083728
PFES	5.575028	0.423613	0.083566
PFES	5.579274	0.423997	0.083404
PFES	5.58352	0.424381	0.083242
PFES	5.587767	0.424766	0.08308
PFES	5.592013	0.42515	0.082918
PFES	5.59626	0.425534	0.082757
PFES	5.600506	0.425919	0.082596
PFES	5.604752	0.426303	0.082435
PFES	5.608999	0.426688	0.082274
PFES	5.613245	0.427072	0.082114
PFES	5.617492	0.427457	0.081954
PFES	5.621738	0.427842	0.081793
PFES	5.625985	0.428227	0.081634
PFES	5.630231	0.428612	0.081474
PFES	5.634477	0.428996	0.081315
PFES	5.638724	0.429382	0.081155
PFES	5.64297	0.429767	0.080997
PFES	5.647217	0.430152	0.080838
PFES	5.651463	0.430537	0.080679
PFES	5.65571	0.430922	0.080521
PFES	5.659956	0.431308	0.080363
PFES	5.664202	0.431693	0.080205
PFES	5.668449	0.432079	0.080048
PFES	5.672695	0.432464	0.07989
PFES	5.676942	0.43285	0.079733
PFES	5.681188	0.433235	0.079576
PFES	5.685435	0.433621	0.07942
PFES	5.689681	0.434007	0.079263
PFES	5.693927	0.434392	0.079107
PFES	5.698174	0.434778	0.078951
PFES	5.70242	0.435164	0.078795
PFES	5.706667	0.43555	0.078639
PFES	5.710913	0.435936	0.078484
PFES	5.71516	0.436322	0.078329
PFES	5.719406	0.436708	0.078174
PFES	5.723652	0.437095	0.07802
PFES	5.727899	0.437481	0.077865
PFES	5.732145	0.437867	0.077711
PFES	5.736392	0.438253	0.077557
PFES	5.740638	0.43864	0.077404
PFES	5.744884	0.439026	0.07725
PFES	5.749131	0.439413	0.077097
PFES	5.753377	0.439799	0.076944
PFES	5.757624	0.440186	0.076791
PFES	5.76187	0.440572	0.076639
PFES	5.766117	0.440959	0.076486
PFES	5.770363	0.441345	0.076335
PFES	5.774609	0.441732	0.076183
PFES	5.778856	0.442119	0.076031
PFES	5.783102	0.442506	0.07588
PFES	5.787349	0.442893	0.075729
PFES	5.791595	0.443279	0.075578
PFES	5.795842	0.443666	0.075427
PFES	5.800088	0.444053	0.075277
PFES	5.804334	0.44444	0.075127
PFES	5.808581	0.444827	0.074977
PFES	5.812827	0.445214	0.074827
PFES	5.817074	0.445601	0.074678
PFES	5.82132	0.445989	0.074529
PFES	5.825567	0.446376	0.07438
PFES	5.829813	0.446763	0.074231
PFES	5.834059	0.44715	0.074082
PFES	5.838306	0.447538	0.073934
PFES	5.842552	0.447925	0.073787
PFES	5.846799	0.448312	0.073639
PFES	5.851045	0.4487	0.073491
PFES	5.855292	0.449087	0.073344
PFES	5.859538	0.449474	0.073197
PFES	5.863784	0.449862	0.07305
PFES	5.868031	0.450249	0.072904
PFES	5.872277	0.450637	0.072758
PFES	5.876524	0.451025	0.072611
PFES	5.88077	0.451412	0.072466
PFES	5.885017	0.4518	0.07232
PFES	5.889263	0.452187	0.072175
PFES	5.893509	0.452575	0.07203
PFES	5.897756	0.452963	0.071885
PFES	5.902002	0.453351	0.071741
PFES	5.906249	0.453738	0.071596
PFES	5.910495	0.454126	0.071452
PFES	5.914741	0.454514	0.071309
PFES	5.918988	0.454902	0.071165
PFES	5.923234	0.45529	0.071022
PFES	5.927481	0.455678	0.070879
PFES	5.931727	0.456066	0.070736
PFES	5.935974	0.456454	0.070593
PFES	5.94022	0.456842	0.070451
PFES	5.944466	0.45723	0.070309
PFES	5.948713	0.457618	0.070167
PFES	5.952959	0.458006	0.070025
PFES	5.957206	0.458394	0.069884
PFES	5.961452	0.458782	0.069743
PFES	5.965699	0.45917	0.069602
PFES	5.969945	0.459558	0.069462
PFES	5.974191	0.459947	0.069321
PFES	5.978438	0.460335	0.069181
PFES	5.982684	0.460723	0.069041
PFES	5.986931	0.461111	0.068901
PFES	5.991177	0.4615	0.068762
PFES	5.995424	0.461888	0.068623
PFES	5.99967	0.462276	0.068484
PFES	6.003916	0.462665	0.068345
PFES	6.008163	0.463053	0.068207
PFES	6.012409	0.463441	0.068069
PFES	6.016656	0.46383	0.067931
PFES	6.020902	0.464218	0.067793
PFES	6.025149	0.464607	0.067656
PFES	6.029395	0.464995	0.067519
PFES	6.033641	0.465384	0.067382
PFES	6.037888	0.465772	0.067245
PFES	6.042134	0.466161	0.067109
PFES	6.046381	0.46655	0.066973
PFES	6.050627	0.466938	0.066837
PFES	6.054873	0.467327	0.066701
PFES	6.05912	0.467716	0.066566
PFES	6.063366	0.468104	0.066431
PFES	6.067613	0.468493	0.066296
PFES	6.071859	0.468882	0.066161
PFES	6.076106	0.46927	0.066026
PFES	6.080352	0.469659	0.065892
PFES	6.084598	0.470048	0.065758
PFES	6.088845	0.470437	0.065624
PFES	6.093091	0.470826	0.065491
PFES	6.097338	0.471215	0.065358
PFES	6.101584	0.471603	0.065225
PFES	6.105831	0.471992	0.065092
PFES	6.110077	0.472381	0.06496
PFES	6.114323	0.47277	0.064827
PFES	6.11857	0.473159	0.064695
PFES	6.122816	0.473548	0.064564
PFES	6.127063	0.473937	0.064432
PFES	6.131309	0.474326	0.064301
PFES	6.135556	0.474715	0.06417
PFES	6.139802	0.475105	0.064039
PFES	6.144048	0.475494	0.063908
PFES	6.148295	0.475883	0.063778
PFES	6.152541	0.476272	0.063648
PFES	6.156788	0.476661	0.063518
PFES	6.161034	0.47705	0.063388
PFES	6.165281	0.47744	0.063259
PFES	6.169527	0.477829	0.06313
PFES	6.173773	0.478218	0.063001
PFES	6.17802	0.478607	0.062873
PFES	6.182266	0.478997	0.062744
PFES	6.186513	0.479386	0.062616
PFES	6.190759	0.479775	0.062488
PFES	6.195006	0.480165	0.06236
PFES	6.199252	0.480554	0.062233
PFES	6.203498	0.480944	0.062105
PFES	6.207745	0.481333	0.061979
PFES	6.211991	0.481723	0.061852
PFES	6.216238	0.482112	0.061725
PFES	6.220484	0.482502	0.061599
PFES	6.22473	0.482891	0.061473
PFES	6.228977	0.483281	0.061347
PFES	6.233223	0.48367	0.061221
PFES	6.23747	0.48406	0.061096
PFES	6.241716	0.48445	0.060971
PFES	6.245963	0.484839	0.060846
PFES	6.250209	0.485229	0.060721
PFES	6.254455	0.485619	0.060597
PFES	6.258702	0.486009	0.060472
PFES	6.262948	0.486398	0.060348
PFES	6.267195	0.486788	0.060225
PFES	6.271441	0.487178	0.060101
PFES	6.275688	0.487568	0.059978
PFES	6.279934	0.487958	0.059855
PFES	6.28418	0.488348	0.059732
PFES	6.288427	0.488737	0.059609
PFES	6.292673	0.489127	0.059487
PFES	6.29692	0.489517	0.059364
PFES	6.301166	0.489907	0.059242
PFES	6.305413	0.490297	0.059121
PFES	6.309659	0.490687	0.058999
PFES	6.313905	0.491078	0.058878
PFES	6.318152	0.491468	0.058757
PFES	6.322398	0.491858	0.058636
PFES	6.326645	0.492248	0.058515
PFES	6.330891	0.492638	0.058395
PFES	6.335138	0.493028	0.058275
PFES	6.339384	0.493418	0.058154
PFES	6.34363	0.493809	0.058035
PFES	6.347877	0.494199	0.057915
PFES	6.352123	0.494589	0.057796
PFES	6.35637	0.49498	0.057676
PFES	6.360616	0.49537	0.057558
PFES	6.364862	0.49576	0.057439
PFES	6.369109	0.496151	0.05732
PFES	6.373355	0.496541	0.057202
PFES	6.377602	0.496932	0.057084
PFES	6.381848	0.497322	0.056966
PFES	6.386095	0.497713	0.056849
PFES	6.390341	0.498103	0.056731
PFES	6.394587	0.498494	0.056614
PFES	6.398834	0.498884	0.056497
PFES	6.40308	0.499275	0.05638
PFES	6.407327	0.499666	0.056264
PFES	6.411573	0.500056	0.056147
PFES	6.41582	0.500447	0.056031
PFES	6.420066	0.500838	0.055915
PFES	6.424312	0.501228	0.055799
PFES	6.428559	0.501619	0.055684
PFES	6.432805	0.50201	0.055568
PFES	6.437052	0.502401	0.055453
PFES	6.441298	0.502792	0.055338
PFES	6.445545	0.503182	0.055223
PFES	6.449791	0.503573	0.055109
PFES	6.454037	0.503964	0.054994
PFES	6.458284	0.504355	0.05488
PFES	6.46253	0.504746	0.054766
PFES	6.466777	0.505137	0.054652
PFES	6.471023	0.505528	0.054539
PFES	6.47527	0.505919	0.054426
PFES	6.479516	0.50631	0.054312
PFES	6.483762	0.506701	0.054199
PFES	6.488009	0.507093	0.054087
PFES	6.492255	0.507484	0.053974
PFES	6.496502	0.507875	0.053861
PFES	6.500748	0.508266	0.053749
PFES	6.504994	0.508657	0.053638
PFES	6.509241	0.509049	0.053526
PFES	6.513487	0.50944	0.053414
PFES	6.517734	0.509831	0.053303
PFES	6.52198	0.510223	0.053191
PFES	6.526227	0.510614	0.05308
PFES	6.530473	0.511005	0.052969
PFES	6.534719	0.511397	0.052859
PFES	6.538966	0.511788	0.052748
PFES	6.543212	0.51218	0.052638
PFES	6.547459	0.512571	0.052528
PFES	6.551705	0.512963	0.052418
PFES	6.555952	0.513354	0.052308
PFES	6.560198	0.513746	0.052199
PFES	6.564444	0.514137	0.052089
PFES	6.568691	0.514529	0.05198
PFES	6.572937	0.514921	0.051871
PFES	6.577184	0.515312	0.051762
PFES	6.58143	0.515704	0.051653
PFES	6.585677	0.516096	0.051545
PFES	6.589923	0.516488	0.051437
PFES	6.594169	0.516879	0.051329
PFES	6.598416	0.517271	0.051221
PFES	6.602662	0.517663	0.051113
PFES	6.606909	0.518055	0.051006
PFES	6.611155	0.518447	0.050898
PFES	6.615402	0.518839	0.050791
PFES	6.619648	0.51923	0.050684
PFES	6.623894	0.519622	0.050577
PFES	6.628141	0.520014	0.050471
PFES	6.632387	0.520406	0.050364
PFES	6.636634	0.520798	0.050258
PFES	6.64088	0.52119	0.050152
PFES	6.645127	0.521582	0.050046
PFES	6.649373	0.521974	0.04994
PFES	6.653619	0.522367	0.049834
PFES	6.657866	0.522759	0.049729
PFES	6.662112	0.523151	0.049623
PFES	6.666359	0.523543	0.049518
PFES	6.670605	0.523935	0.049413
PFES	6.674851	0.524327	0.049309
PFES	6.679098	0.52472	0.049204
PFES	6.683344	0.525112	0.0491
PFES	6.687591	0.525504	0.048995
PFES	6.691837	0.525896	0.048891
PFES	6.696084	0.526289	0.048787
PFES	6.70033	0.526681	0.048684
PFES	6.704576	0.527073	0.04858
PFES	6.708823	0.527466	0.048476
PFES	6.713069	0.527858	0.048373
PFES	6.717316	0.52825	0.04827
PFES	6.721562	0.528643	0.048167
PFES	6.725809	0.529035	0.048064
PFES	6.730055	0.529428	0.047962
PFES	6.734301	0.52982	0.047859
PFES	6.738548	0.530213	0.047757
PFES	6.742794	0.530605	0.047655
PFES	6.747041	0.530998	0.047553
PFES	6.751287	0.53139	0.047451
PFES	6.755534	0.531783	0.04735
PFES	6.75978	0.532175	0.047248
PFES	6.764026	0.532568	0.047147
PFES	6.768273	0.53296	0.047046
PFES	6.772519	0.533353	0.046945
PFES	6.776766	0.533746	0.046844
PFES	6.781012	0.534138	0.046743
PFES	6.785259	0.534531	0.046643
PFES	6.789505	0.534924	0.046543
PFES	6.793751	0.535316	0.046442
PFES	6.797998	0.535709	0.046342
PFES	6.802244	0.536102	0.046242
PFES	6.806491	0.536494	0.046143
PFES	6.810737	0.536887	0.046043
PFES	6.814983	0.53728	0.045944
PFES	6.81923	0.537673	0.045845
PFES	6.823476	0.538065	0.045745
PFES	6.827723	0.538458	0.045647
PFES	6.831969	0.538851	0.045548
PFES	6.836216	0.539244	0.045449
PFES	6.840462	0.539636	0.045351
PFES	6.844708	0.540029	0.045253
PFES	6.848955	0.540422	0.045154
PFES	6.853201	0.540815	0.045056
PFES	6.857448	0.541208	0.044959
PFES	6.861694	0.541601	0.044861
PFES	6.865941	0.541993	0.044763
PFES	6.870187	0.542386	0.044666
PFES	6.874433	0.542779	0.044569
PFES	6.87868	0.543172	0.044472
PFES	6.882926	0.543565	0.044375
PFES	6.887173	0.543958	0.044278
PFES	6.891419	0.544351	0.044181
PFES	6.895666	0.544744	0.044085
PFES	6.899912	0.545136	0.043989
PFES	6.904158	0.545529	0.043892
PFES	6.908405	0.545922	0.043797
PFES	6.912651	0.546315	0.043701
PFES	6.916898	0.546708	0.043605
PFES	6.921144	0.547101	0.043509
PFES	6.925391	0.547494	0.043414
PFES	6.929637	0.547887	0.043319
PFES	6.933883	0.54828	0.043224
PFES	6.93813	0.548673	0.043129
PFES	6.942376	0.549066	0.043034
PFES	6.946623	0.549459	0.042939
PFES	6.950869	0.549852	0.042845
PFES	6.955116	0.550245	0.042751
PFES	6.959362	0.550637	0.042656
PFES	6.963608	0.55103	0.042562
PFES	6.967855	0.551423	0.042469
PFES	6.972101	0.551816	0.042375
PFES	6.976348	0.552209	0.042281
PFES	6.980594	0.552602	0.042188
PFES	6.98484	0.552995	0.042095
PFES	6.989087	0.553388	0.042001
PFES	6.993333	0.553781	0.041908
PFES	6.99758	0.554174	0.041816
PFES	7.001826	0.554567	0.041723
PFES	7.006073	0.55496	0.04163
PFES	7.010319	0.555352	0.041538
PFES	7.014565	0.555745	0.041446
PFES	7.018812	0.556138	0.041354
PFES	7.023058	0.556531	0.041262
PFES	7.027305	0.556924	0.04117
PFES	7.031551	0.557317	0.041078
PFES	7.035798	0.55771	0.040987
PFES	7.040044	0.558102	0.040896
PFES	7.04429	0.558495	0.040804
PFES	7.048537	0.558888	0.040713
PFES	7.052783	0.559281	0.040622
PFES	7.05703	0.559674	0.040532
PFES	7.061276	0.560067	0.040441
PFES	7.065523	0.560459	0.040351
PFES	7.069769	0.560852	0.04026
PFES	7.074015	0.561245	0.04017
PFES	7.078262	0.561638	0.04008
PFES	7.082508	0.56203	0.03999
PFES	7.086755	0.562423	0.039901
PFES	7.091001	0.562816	0.039811
PFES	7.095248	0.563209	0.039722
PFES	7.099494	0.563601	0.039632
PFES	7.10374	0.563994	0.039543
PFES	7.107987	0.564387	0.039454
PFES	7.112233	0.564779	0.039366
PFES	7.11648	0.565172	0.039277
PFES	7.120726	0.565564	0.039188
PFES	7.124972	0.565957	0.0391
PFES	7.129219	0.56635	0.039012
PFES	7.133465	0.566742	0.038924
PFES	7.137712	0.567135	0.038836
PFES	7.141958	0.567527	0.038748
PFES	7.146205	0.56792	0.03866
PFES	7.150451	0.568312	0.038573
PFES	7.154697	0.568705	0.038486
PFES	7.158944	0.569097	0.038398
PFES	7.16319	0.569489	0.038312
PFES	7.167437	0.569882	0.038225
PFES	7.171683	0.570274	0.038138
PFES	7.17593	0.570667	0.038051
PFES	7.180176	0.571059	0.037965
PFES	7.184422	0.571451	0.037879
PFES	7.188669	0.571843	0.037793
PFES	7.192915	0.572236	0.037707
PFES	7.197162	0.572628	0.037621
PFES	7.201408	0.57302	0.037535
PFES	7.205655	0.573412	0.03745
PFES	7.209901	0.573804	0.037364
PFES	7.214147	0.574197	0.037279
PFES	7.218394	0.574589	0.037194
PFES	7.22264	0.574981	0.037109
PFES	7.226887	0.575373	0.037024
PFES	7.231133	0.575765	0.03694
PFES	7.23538	0.576157	0.036855
PFES	7.239626	0.576549	0.036771
PFES	7.243872	0.576941	0.036686
PFES	7.248119	0.577333	0.036603
PFES	7.252365	0.577724	0.036519
PFES	7.256612	0.578116	0.036435
PFES	7.260858	0.578508	0.036351
PFES	7.265105	0.5789	0.036268
PFES	7.269351	0.579292	0.036185
PFES	7.273597	0.579683	0.036102
PFES	7.277844	0.580075	0.036019
PFES	7.28209	0.580467	0.035936
PFES	7.286337	0.580858	0.035853
PFES	7.290583	0.58125	0.035771
PFES	7.294829	0.581641	0.035688
PFES	7.299076	0.582033	0.035606
PFES	7.303322	0.582424	0.035524
PFES	7.307569	0.582816	0.035442
PFES	7.311815	0.583207	0.03536
PFES	7.316062	0.583599	0.035279
PFES	7.320308	0.58399	0.035197
PFES	7.324554	0.584381	0.035116
PFES	7.328801	0.584772	0.035034
PFES	7.333047	0.585164	0.034954
PFES	7.337294	0.585555	0.034873
PFES	7.34154	0.585946	0.034792
PFES	7.345787	0.586337	0.034711
PFES	7.350033	0.586728	0.034631
PFES	7.354279	0.587119	0.034551
PFES	7.358526	0.58751	0.034471
PFES	7.362772	0.587901	0.034391
PFES	7.367019	0.588292	0.034311
PFES	7.371265	0.588683	0.034231
PFES	7.375512	0.589073	0.034152
PFES	7.379758	0.589464	0.034072
PFES	7.384004	0.589855	0.033993
PFES	7.388251	0.590246	0.033914
PFES	7.392497	0.590636	0.033835
PFES	7.396744	0.591027	0.033756
PFES	7.40099	0.591417	0.033678
PFES	7.405237	0.591808	0.033599
PFES	7.409483	0.592198	0.033521
PFES	7.413729	0.592589	0.033443
PFES	7.417976	0.592979	0.033365
PFES	7.422222	0.593369	0.033287
PFES	7.426469	0.593759	0.033209
PFES	7.430715	0.59415	0.033132
PFES	7.434961	0.59454	0.033054
PFES	7.439208	0.59493	0.032977
PFES	7.443454	0.59532	0.0329
PFES	7.447701	0.59571	0.032823
PFES	7.451947	0.5961	0.032746
PFES	7.456194	0.596489	0.032669
PFES	7.46044	0.596879	0.032593
PFES	7.464686	0.597269	0.032517
PFES	7.468933	0.597659	0.03244
PFES	7.473179	0.598048	0.032364
PFES	7.477426	0.598438	0.032289
PFES	7.481672	0.598827	0.032213
PFES	7.485919	0.599217	0.032137
PFES	7.490165	0.599606	0.032062
PFES	7.494411	0.599996	0.031986
PFES	7.498658	0.600385	0.031911
PFES	7.502904	0.600774	0.031836
PFES	7.507151	0.601163	0.031761
PFES	7.511397	0.601553	0.031687
PFES	7.515644	0.601942	0.031612
PFES	7.51989	0.602331	0.031538
PFES	7.524136	0.60272	0.031463
PFES	7.528383	0.603108	0.031389
PFES	7.532629	0.603497	0.031315
PFES	7.536876	0.603886	0.031242
PFES	7.541122	0.604275	0.031168
PFES	7.545369	0.604663	0.031094
PFES	7.549615	0.605052	0.031021
PFES	7.553861	0.60544	0.030948
PFES	7.558108	0.605829	0.030875
PFES	7.562354	0.606217	0.030802
PFES	7.566601	0.606605	0.030729
PFES	7.570847	0.606994	0.030656
PFES	7.575094	0.607382	0.030584
PFES	7.57934	0.60777	0.030512
PFES	7.583586	0.608158	0.030439
PFES	7.587833	0.608546	0.030368
PFES	7.592079	0.608933	0.030296
PFES	7.596326	0.609321	0.030224
PFES	7.600572	0.609709	0.030152
PFES	7.604818	0.610097	0.030081
PFES	7.609065	0.610484	0.03001
PFES	7.613311	0.610872	0.029939
PFES	7.617558	0.611259	0.029868
PFES	7.621804	0.611646	0.029797
PFES	7.626051	0.612034	0.029726
PFES	7.630297	0.612421	0.029656
PFES	7.634543	0.612808	0.029585
PFES	7.63879	0.613195	0.029515
PFES	7.643036	0.613582	0.029445
PFES	7.647283	0.613969	0.029375
PFES	7.651529	0.614356	0.029305
PFES	7.655776	0.614742	0.029235
PFES	7.660022	0.615129	0.029166
PFES	7.664268	0.615515	0.029096
PFES	7.668515	0.615902	0.029027
PFES	7.672761	0.616288	0.028958
PFES	7.677008	0.616675	0.028889
PFES	7.681254	0.617061	0.02882
PFES	7.685501	0.617447	0.028752
PFES	7.689747	0.617833	0.028683
PFES	7.693993	0.618219	0.028615
PFES	7.69824	0.618605	0.028547
PFES	7.702486	0.61899	0.028479
PFES	7.706733	0.619376	0.028411
PFES	7.710979	0.619762	0.028343
PFES	7.715226	0.620147	0.028275
PFES	7.719472	0.620533	0.028208
PFES	7.723718	0.620918	0.02814
PFES	7.727965	0.621303	0.028073
PFES	7.732211	0.621688	0.028006
PFES	7.736458	0.622073	0.027939
PFES	7.740704	0.622458	0.027873
PFES	7.74495	0.622843	0.027806
PFES	7.749197	0.623228	0.027739
PFES	7.753443	0.623612	0.027673
PFES	7.75769	0.623997	0.027607
PFES	7.761936	0.624381	0.027541
PFES	7.766183	0.624766	0.027475
PFES	7.770429	0.62515	0.027409
PFES	7.774675	0.625534	0.027344
PFES	7.778922	0.625918	0.027278
PFES	7.783168	0.626302	0.027213
PFES	7.787415	0.626686	0.027148
PFES	7.791661	0.62707	0.027082
PFES	7.795908	0.627453	0.027018
PFES	7.800154	0.627837	0.026953
PFES	7.8044	0.62822	0.026888
PFES	7.808647	0.628604	0.026824
PFES	7.812893	0.628987	0.026759
PFES	7.81714	0.62937	0.026695
PFES	7.821386	0.629753	0.026631
PFES	7.825633	0.630136	0.026567
PFES	7.829879	0.630519	0.026503
PFES	7.834125	0.630901	0.026439
PFES	7.838372	0.631284	0.026376
PFES	7.842618	0.631666	0.026313
PFES	7.846865	0.632049	0.026249
PFES	7.851111	0.632431	0.026186
PFES	7.855358	0.632813	0.026123
PFES	7.859604	0.633195	0.02606
PFES	7.86385	0.633577	0.025998
PFES	7.868097	0.633958	0.025935
PFES	7.872343	0.63434	0.025873
PFES	7.87659	0.634721	0.02581
PFES	7.880836	0.635103	0.025748
PFES	7.885083	0.635484	0.025686
PFES	7.889329	0.635865	0.025624
PFES	7.893575	0.636246	0.025562
PFES	7.897822	0.636627	0.025501
PFES	7.902068	0.637008	0.025439
PFES	7.906315	0.637388	0.025378
PFES	7.910561	0.637769	0.025317
PFES	7.914807	0.638149	0.025256
PFES	7.919054	0.638529	0.025195
PFES	7.9233	0.638909	0.025134
PFES	7.927547	0.639289	0.025073
PFES	7.931793	0.639669	0.025013
PFES	7.93604	0.640049	0.024952
PFES	7.940286	0.640429	0.024892
PFES	7.944532	0.640808	0.024832
PFES	7.948779	0.641187	0.024772
PFES	7.953025	0.641567	0.024712
PFES	7.957272	0.641946	0.024652
PFES	7.961518	0.642325	0.024593
PFES	7.965765	0.642703	0.024533
PFES	7.970011	0.643082	0.024474
PFES	7.974257	0.643461	0.024414
PFES	7.978504	0.643839	0.024355
PFES	7.98275	0.644217	0.024296
PFES	7.986997	0.644595	0.024238
PFES	7.991243	0.644973	0.024179
PFES	7.99549	0.645351	0.02412
PFES	7.999736	0.645729	0.024062
PFES	8.003982	0.646106	0.024003
PFES	8.008229	0.646483	0.023945
PFES	8.012475	0.646861	0.023887
PFES	8.016722	0.647238	0.023829
PFES	8.020968	0.647614	0.023771
PFES	8.025215	0.647991	0.023714
PFES	8.029461	0.648368	0.023656
PFES	8.033707	0.648744	0.023599
PFES	8.037954	0.649121	0.023542
PFES	8.0422	0.649497	0.023484
PFES	8.046447	0.649873	0.023427
PFES	8.050693	0.650249	0.02337
PFES	8.054939	0.650624	0.023314
PFES	8.059186	0.651	0.023257
PFES	8.063432	0.651375	0.0232
PFES	8.067679	0.651751	0.023144
PFES	8.071925	0.652126	0.023088
PFES	8.076172	0.6525	0.023031
PFES	8.080418	0.652875	0.022976
PFES	8.084664	0.65325	0.02292
PFES	8.088911	0.653624	0.022864
PFES	8.093157	0.653998	0.022808
PFES	8.097404	0.654373	0.022753
PFES	8.10165	0.654747	0.022697
PFES	8.105897	0.65512	0.022642
PFES	8.110143	0.655494	0.022587
PFES	8.114389	0.655867	0.022532
PFES	8.118636	0.656241	0.022477
PFES	8.122882	0.656614	0.022422
PFES	8.127129	0.656987	0.022367
PFES	8.131375	0.657359	0.022313
PFES	8.135622	0.657732	0.022258
PFES	8.139868	0.658105	0.022204
PFES	8.144114	0.658477	0.02215
PFES	8.148361	0.658849	0.022096
PFES	8.152607	0.659221	0.022042
PFES	8.156854	0.659592	0.021988
PFES	8.1611	0.659964	0.021934
PFES	8.165347	0.660335	0.021881
PFES	8.169593	0.660707	0.021827
PFES	8.173839	0.661077	0.021774
PFES	8.178086	0.661448	0.021721
PFES	8.182332	0.661819	0.021668
PFES	8.186579	0.662189	0.021615
PFES	8.190825	0.66256	0.021562
PFES	8.195072	0.66293	0.021509
PFES	8.199318	0.6633	0.021456
PFES	8.203564	0.66367	0.021404
PFES	8.207811	0.664039	0.021351
PFES	8.212057	0.664409	0.021299
PFES	8.216304	0.664778	0.021247
PFES	8.22055	0.665147	0.021195
PFES	8.224796	0.665516	0.021143
PFES	8.229043	0.665884	0.021091
PFES	8.233289	0.666253	0.021039
PFES	8.237536	0.666621	0.020988
PFES	8.241782	0.666989	0.020936
PFES	8.246029	0.667357	0.020885
PFES	8.250275	0.667725	0.020834
PFES	8.254521	0.668092	0.020783
PFES	8.258768	0.668459	0.020732
PFES	8.263014	0.668826	0.020681
PFES	8.267261	0.669193	0.02063
PFES	8.271507	0.66956	0.020579
PFES	8.275754	0.669926	0.020529
PFES	8.28	0.670293	0.020479
PFES	8.284246	0.670659	0.020428
PFES	8.288493	0.671025	0.020378
PFES	8.292739	0.671391	0.020328
PFES	8.296986	0.671756	0.020278
PFES	8.301232	0.672121	0.020228
PFES	8.305479	0.672486	0.020178
PFES	8.309725	0.672851	0.020129
PFES	8.313971	0.673216	0.020079
PFES	8.318218	0.67358	0.02003
PFES	8.322464	0.673945	0.019981
PFES	8.326711	0.674309	0.019931
PFES	8.330957	0.674673	0.019882
PFES	8.335204	0.675036	0.019833
PFES	8.33945	0.6754	0.019785
PFES	8.343696	0.675763	0.019736
PFES	8.347943	0.676126	0.019687
PFES	8.352189	0.676489	0.019639
PFES	8.356436	0.676851	0.01959
PFES	8.360682	0.677214	0.019542
PFES	8.364928	0.677576	0.019494
PFES	8.369175	0.677938	0.019446
