HGNC_id	HGNC_symbol	HGNC_alias	UniprotKB_Entry	Locus_group
HGNC:17271	RRAS2	TC21	P62070	protein-coding gene
HGNC:10448	RRBP1	ES/130;p180;hES	Q9P2E9	protein-coding gene
HGNC:10449	RREB1	HNT	Q92766	protein-coding gene
HGNC:10450	RRH	peropsin	O14718	protein-coding gene
HGNC:10451	RRM1	not-available	P23921	protein-coding gene
HGNC:10452	RRM2	FLJ25102	P31350	protein-coding gene
HGNC:17296	RRM2B	p53R2	Q7LG56	protein-coding gene
HGNC:30346	RRN3	TIF-IA;DKFZp566E104	Q9NYV6	protein-coding gene
HGNC:30548	RRN3P1	not-available	Q2M238	pseudogene
HGNC:37619	RRN3P2	not-available	A6NIE6	pseudogene
HGNC:18785	RRP1	RRP1A;D21S2056E;Nop52;NOP52;NNP-1	P56182	protein-coding gene
HGNC:29100	RRP12	not-available	Q5JTH9	protein-coding gene
HGNC:24255	RRP15	CGI-115	Q9Y3B9	protein-coding gene
HGNC:23818	RRP1B	Nnp1;PPP1R136;RRP1	Q14684	protein-coding gene
HGNC:21374	RRP36	dJ20C7.4	Q96EU6	protein-coding gene
HGNC:24286	RRP7A	CGI-96;Rrp7	Q9Y3A4	protein-coding gene
HGNC:30454	RRP7BP	dJ222E13.2	Q9NSQ0	pseudogene
HGNC:29030	RRP8	NML	O43159	protein-coding gene
HGNC:16829	RRP9	U3-55K	O43818	protein-coding gene
HGNC:17083	RRS1	KIAA0112	Q15050	protein-coding gene
HGNC:10457	RS1	XLRS1	O15537	protein-coding gene
HGNC:25634	RSAD1	FLJ11164;HemW	Q9HA92	protein-coding gene
HGNC:30908	RSAD2	vig1;Viperin;cig5	Q8WXG1	protein-coding gene
HGNC:25642	RSBN1	ROSBIN;FLJ11220;KDM9	Q5VWQ0	protein-coding gene
HGNC:24765	RSBN1L	FLJ42526;MGC71764;FLJ45813	Q6PCB5	protein-coding gene
HGNC:10458	RSC1A1	RS1	Q92681	protein-coding gene
HGNC:18118	RSF1	p325;RSF-1;XAP8	Q96T23	protein-coding gene
HGNC:26314	RSKR	FLJ25006;SgK494	Q96LW2	protein-coding gene
HGNC:24534	RSL1D1	DKFZP564M182;L12;CSIG;UTP30;PBK1	O76021	protein-coding gene
HGNC:18479	RSL24D1	RPL24L;RPL24;L30;HRP-L30-iso	Q9UHA3	protein-coding gene
HGNC:12371	RSPH1	RSPH10A;CILD24;FLJ32753;RSP44	Q8WYR4	protein-coding gene
HGNC:27362	RSPH10B	not-available	P0C881	protein-coding gene
HGNC:34385	RSPH10B2	not-available	B2RC85	protein-coding gene
HGNC:13437	RSPH14	not-available	Q9UHP6	protein-coding gene
HGNC:21054	RSPH3	RSP3;dJ111C20.1	Q86UC2	protein-coding gene
HGNC:21558	RSPH4A	FLJ37974;RSPH6B;CILD11;dJ412I7.1	Q5TD94	protein-coding gene
HGNC:14241	RSPH6A	RSP6;RSP4;RSPH4B	Q9H0K4	protein-coding gene
HGNC:21057	RSPH9	CILD12;FLJ30845	Q9H1X1	protein-coding gene
HGNC:21679	RSPO1	FLJ40906;RSPONDIN	Q2MKA7	protein-coding gene
HGNC:28583	RSPO2	MGC35555	Q6UXX9	protein-coding gene
HGNC:20866	RSPO3	FLJ14440	Q9BXY4	protein-coding gene
HGNC:16175	RSPO4	dJ824F16.3	Q2I0M5	protein-coding gene
HGNC:29420	RSPRY1	KIAA1972	Q96DX4	protein-coding gene
HGNC:24152	RSRC1	SRrp53;SFRS21;MGC12197;BM-011	Q96IZ7	protein-coding gene
HGNC:30559	RSRC2	FLJ11021	Q7L4I2	protein-coding gene
HGNC:25234	RSRP1	DJ465N24.2.1	Q9BUV0	protein-coding gene
HGNC:10464	RSU1	RSP-1;FLJ31034	Q15404	protein-coding gene
HGNC:30310	RTBDN	FLJ36353	Q9BSG5	protein-coding gene
HGNC:17981	RTCA	RTC1;RPC	O00442	protein-coding gene
HGNC:26935	RTCB	FAAP;HSPC117	Q9Y3I0	protein-coding gene
HGNC:15888	RTEL1	KIAA1088;bK3184A7.3;NHL;DKFZP434C013;RTEL	Q9NZ71	protein-coding gene
HGNC:28996	RTF1	not-available	Q92541	protein-coding gene
HGNC:15890	RTF2	CDAO5;HSPC164	Q9BY42	protein-coding gene
HGNC:10466	RTKN	RTKN-1;B5	Q9BST9	protein-coding gene
HGNC:19364	RTKN2	Em:AC024597.2;FLJ39352;bA531F24.1	Q8IZC4	protein-coding gene
HGNC:14665	RTL1	Mar1;SIRH2;PEG11;MART1;HUR1	A6NKG5	protein-coding gene
HGNC:26112	RTL10	FLJ21125;BOP	Q7L3V2	protein-coding gene
HGNC:22997	RTL3	Mart3;Mar3;ZHC5;SIRH9;FLJ38865	Q8N8U3	protein-coding gene
HGNC:25214	RTL4	FLJ46608;Mart4;Mar4;SIRH11	Q6ZR62	protein-coding gene
HGNC:29430	RTL5	Mart5;SIRH8;Mar5;KIAA2001	Q5HYW3	protein-coding gene
HGNC:13343	RTL6	dJ1033E15.2;SIRH3;Mart6;DKFZp761O17121;Mar6	Q6ICC9	protein-coding gene
HGNC:24514	RTL8A	CXX1b;SIRH6;MAR8A;DKFZP564B147	Q9BWD3	protein-coding gene
HGNC:33156	RTL8B	SIRH4;MAR8B;CXX1c	Q17RB0	protein-coding gene
HGNC:2569	RTL8C	MAR8C;Mar8;Mart8;SIRH5	A6ZKI3;O15255	protein-coding gene
HGNC:29245	RTL9	Mar9;SIRH10;KIAA1318;Mart9	Q8NET4	protein-coding gene
HGNC:10467	RTN1	not-available	Q16799	protein-coding gene
HGNC:10468	RTN2	NSPL1;NSP2	O75298	protein-coding gene
HGNC:10469	RTN3	ASYIP;NSPL2;RTN3-A1;HAP;NSPLII	O95197	protein-coding gene
HGNC:14085	RTN4	NOGO;KIAA0886;ASY;NSP-CL	Q9NQC3	protein-coding gene
HGNC:18647	RTN4IP1	NIMP	Q8WWV3	protein-coding gene
HGNC:18601	RTN4R	NOGOR	Q9BZR6	protein-coding gene
HGNC:21329	RTN4RL1	DKFZp547J144;NGRH2;NgR3	Q86UN2	protein-coding gene
HGNC:23053	RTN4RL2	NgR2;NGRH1	Q86UN3	protein-coding gene
HGNC:28580	RTP1	Z3CXXC1;MGC35450	P59025	protein-coding gene
HGNC:32486	RTP2	MGC78665;Z3CXXC2	Q5QGT7	protein-coding gene
HGNC:15572	RTP3	LTM1;Z3CXXC3	Q9BQQ7	protein-coding gene
HGNC:23992	RTP4	Z3CXXC4;IFRG28	Q96DX8	protein-coding gene
HGNC:26585	RTP5	FLJ33590;Z3CXXC5	Q14D33	protein-coding gene
HGNC:23169	RTRAF	CGI-99;LCRP369;CLE;hCLE1;CLE7;RLLM1	Q9Y224	protein-coding gene
HGNC:18654	RTTN	DKFZP434G145	Q86VV8	protein-coding gene
HGNC:28991	RUBCN	rubicon;rundataxin	Q92622	protein-coding gene
HGNC:20420	RUBCNL	FLJ21562;PACER	Q9H714	protein-coding gene
HGNC:19760	RUFY1	ZFYVE12;RABIP4;FLJ22251	Q96T51	protein-coding gene
HGNC:19761	RUFY2	KIAA1537;RABIP4R;FLJ10063;ZFYVE13	Q8WXA3	protein-coding gene
HGNC:30285	RUFY3	RIPx;KIAA0871;Singar1;ZFYVE30	Q7L099	protein-coding gene
HGNC:24804	RUFY4	ZFYVE31;FLJ46536	Q6ZNE9	protein-coding gene
HGNC:25418	RUNDC1	DKFZp761H0421	Q96C34	protein-coding gene
HGNC:16984	RUNDC3A	RAP2IP;RPIP8	Q59EK9	protein-coding gene
HGNC:30286	RUNDC3B	RPIP9;RPIB9	Q96NL0	protein-coding gene
HGNC:10471	RUNX1	PEBP2A2;AMLCR1	Q01196	protein-coding gene
HGNC:1535	RUNX1T1	MTG8;ETO;CDR;ZMYND2	Q06455	protein-coding gene
HGNC:10472	RUNX2	PEBP2A1;PEBP2aA1;AML3	Q13950	protein-coding gene
HGNC:10473	RUNX3	PEBP2A3;AML2	Q13761	protein-coding gene
HGNC:17153	RUSC1	NESCA	Q9BVN2	protein-coding gene
HGNC:26680	RUSC1-AS1	FLJ35976	Q66K80	non-coding RNA
HGNC:23625	RUSC2	KIAA0375	Q8N2Y8	protein-coding gene
HGNC:25848	RUSF1	FLJ13868	Q96GQ5	protein-coding gene
HGNC:10474	RUVBL1	Rvb1;ECP54;Pontin52;RVB1;TIH1;INO80H;NMP238;TIP49;TIP49a	Q9Y265	protein-coding gene
HGNC:10475	RUVBL2	INO80J;TIP48;RVB2;TIH2;TIP49b;Rvb2;Reptin52;ECP51	Q9Y230	protein-coding gene
HGNC:20993	RWDD1	PTD013	Q9H446	protein-coding gene
HGNC:21385	RWDD2A	MGC13523;dJ747H23.2	Q9UIY3	protein-coding gene
HGNC:1302	RWDD2B	GL011	P57060	protein-coding gene
HGNC:21393	RWDD3	RSUME;DKFZP566K023	Q9Y3V2	protein-coding gene
HGNC:23750	RWDD4	MGC10198	Q6NW29	protein-coding gene
HGNC:19718	RXFP1	RXFPR1	Q9HBX9	protein-coding gene
HGNC:17318	RXFP2	RXFPR2;GPR106;INSL3R;GREAT	Q8WXD0	protein-coding gene
HGNC:24883	RXFP3	RXFPR3;SALPR;GPCR135	Q9NSD7	protein-coding gene
HGNC:14666	RXFP4	RXFPR4;GPCR142	Q8TDU9	protein-coding gene
HGNC:10477	RXRA	RXRalpha;RXR-alpha;NR2B1	P19793	protein-coding gene
HGNC:10478	RXRB	RXR-beta;RCoR-1;H-2RIIBP;RXRbeta;NR2B2	P28702	protein-coding gene
HGNC:10479	RXRG	RXR-gamma;RXRgamma;NR2B3	P48443	protein-coding gene
HGNC:13530	RXYLT1	HP10481	Q9Y2B1	protein-coding gene
HGNC:10480	RYBP	DEDAF;YEAF1;AAP1	Q8N488	protein-coding gene
HGNC:10481	RYK	RYK1;D3S3195;JTK5	P34925	protein-coding gene
HGNC:10483	RYR1	RYR;PPP1R137	P21817	protein-coding gene
HGNC:10484	RYR2	VTSIP;ARVC2	Q92736	protein-coding gene
HGNC:10485	RYR3	not-available	Q15413	protein-coding gene
HGNC:10486	S100A1	S100-alpha	P23297	protein-coding gene
HGNC:10487	S100A10	42C;P11;CLP11	P60903	protein-coding gene
HGNC:10488	S100A11	S100C	P31949	protein-coding gene
HGNC:10489	S100A12	CAGC;CAAF1;ENRAGE;CGRP;MRP6;p6	P80511	protein-coding gene
HGNC:10490	S100A13	not-available	Q99584	protein-coding gene
HGNC:18901	S100A14	S100A15;BCMP84	Q9HCY8	protein-coding gene
HGNC:20441	S100A16	MGC17528;S100F;DT1P1A7	Q96FQ6	protein-coding gene
HGNC:10492	S100A2	CAN19	P29034	protein-coding gene
HGNC:10493	S100A3	not-available	P33764	protein-coding gene
HGNC:10494	S100A4	PEL98;FSP1;42A;P9KA;18A2	P26447	protein-coding gene
HGNC:10495	S100A5	not-available	P33763	protein-coding gene
HGNC:10496	S100A6	2A9;PRA;CABP	P06703	protein-coding gene
HGNC:10497	S100A7	S100A7c	P31151	protein-coding gene
HGNC:21657	S100A7A	S100A7f	Q86SG5	protein-coding gene
HGNC:21655	S100A7L2	s100a7b	Q5SY68	other
HGNC:10498	S100A8	MRP8;P8;60B8AG;MRP-8;S100-A8;CGLA	P05109	protein-coding gene
HGNC:10499	S100A9	60B8AG;MRP-14;MIF;P14;LIAG;MAC387;S100-A9;CGLB;NIF;MRP14	P06702	protein-coding gene
HGNC:10500	S100B	S100beta	P04271	protein-coding gene
HGNC:1436	S100G	CABP1;CABP9K	P29377	protein-coding gene
HGNC:10504	S100P	not-available	P25815	protein-coding gene
HGNC:25768	S100PBP	S100PBPR;FLJ12903	Q96BU1	protein-coding gene
HGNC:30367	S100Z	Gm625;S100-zeta	Q8WXG8	protein-coding gene
HGNC:3165	S1PR1	CD363;edg-1;D1S3362	P21453	protein-coding gene
HGNC:3169	S1PR2	Gpcr13;AGR16;H218	O95136	protein-coding gene
HGNC:3167	S1PR3	bA791O21.3;FLJ37523;EDG-3	Q99500	protein-coding gene
HGNC:3170	S1PR4	not-available	O95977	protein-coding gene
HGNC:14299	S1PR5	Edg-8	Q9H228	protein-coding gene
HGNC:10513	SAA1	PIG4;TP53I4	P0DJI8	protein-coding gene
HGNC:10514	SAA2	not-available	P0DJI9	protein-coding gene
HGNC:10516	SAA4	C-SAA;CSAA	P35542	protein-coding gene
HGNC:25158	SAAL1	FLJ41463;SPACIA1	Q96ER3	protein-coding gene
HGNC:30179	SAC3D1	HSU79266;SHD1	A6NKF1	protein-coding gene
HGNC:17059	SACM1L	SAC1;KIAA0851	Q9NTJ5	protein-coding gene
HGNC:10519	SACS	ARSACS;DNAJC29;PPP1R138;DKFZp686B15167;KIAA0730;SPAX6	Q9NZJ4	protein-coding gene
HGNC:30660	SAE1	Sua1;FLJ3091;AOS1	Q9UBE0	protein-coding gene
HGNC:10520	SAFB	SAFB1;HET	Q15424	protein-coding gene
HGNC:21605	SAFB2	KIAA0138	Q14151	protein-coding gene
HGNC:10521	SAG	RP47;ARRESTIN	P10523	protein-coding gene
HGNC:30369	SAGE1	SAGE;CT14	Q9NXZ1	protein-coding gene
HGNC:51337	SAGE2P	not-available	A6NJ88	pseudogene
HGNC:10524	SALL1	ZNF794;Hsal1	Q9NSC2	protein-coding gene
HGNC:10526	SALL2	Hsal2;ZNF795;KIAA0360	Q9Y467	protein-coding gene
HGNC:10527	SALL3	ZNF796	Q9BXA9	protein-coding gene
HGNC:15924	SALL4	dJ1112F19.1;ZNF797	Q9UJQ4	protein-coding gene
HGNC:17958	SAMD1	not-available	Q6SPF0	protein-coding gene
HGNC:16129	SAMD10	not-available	Q9BYL1	protein-coding gene
HGNC:28706	SAMD11	MGC45873	Q96NU1	protein-coding gene
HGNC:31750	SAMD12	FLJ39458	Q8N8I0	protein-coding gene
HGNC:24582	SAMD13	not-available	Q5VXD3	protein-coding gene
HGNC:27312	SAMD14	FLJ36890	Q8IZD0	protein-coding gene
HGNC:18631	SAMD15	FLJ35963	Q9P1V8	protein-coding gene
HGNC:21574	SAMD3	FLJ34032;bA73O6.2	Q8N6K7	protein-coding gene
HGNC:23023	SAMD4A	hSmaug1;DKFZP434H0350;SMGA;Smaug;KIAA1053;SMG	Q9UPU9	protein-coding gene
HGNC:25492	SAMD4B	MGC99832;hSmaug2;FLJ10211;SMGB	Q5PRF9	protein-coding gene
HGNC:21180	SAMD5	dJ875H10.1	Q5TGI4	protein-coding gene
HGNC:25394	SAMD7	DKFZp686E1583	Q7Z3H4	protein-coding gene
HGNC:26320	SAMD8	SMSr;FLJ25082	Q96LT4	protein-coding gene
HGNC:1348	SAMD9	FLJ20073;KIAA2004	Q5K651	protein-coding gene
HGNC:1349	SAMD9L	KIAA2005;FLJ39885	Q8IVG5	protein-coding gene
HGNC:15925	SAMHD1	HDDC1;SBBI88;Mg11;MOP-5;AGS5	Q9Y3Z3	protein-coding gene
HGNC:24276	SAMM50	TRG-3;OMP85;CGI-51;TOB55;SAM50;YNL026W	Q9Y512	protein-coding gene
HGNC:10528	SAMSN1	NASH1;SH3D6B;HACS1;SASH2;SLy2	Q9NSI8	protein-coding gene
HGNC:29387	SANBR	not-available	Q6NSI8	protein-coding gene
HGNC:29813	SAP130	FLJ12761	Q9H0E3	protein-coding gene
HGNC:10530	SAP18	2HOR0202;SAP18p;MGC27131	O00422	protein-coding gene
HGNC:41908	SAP25	FLJ00248	Q8TEE9	protein-coding gene
HGNC:10532	SAP30	not-available	O75446	protein-coding gene
HGNC:30785	SAP30BP	HTRG;HCNGP;HTRP	Q9UHR5	protein-coding gene
HGNC:25663	SAP30L	FLJ11526;NS4ATP2	Q9HAJ7	protein-coding gene
HGNC:13938	SAPCD1	NG23	Q5SSQ6	protein-coding gene
HGNC:28055	SAPCD2	p42.3	Q86UD0	protein-coding gene
HGNC:10534	SAR1A	Sara;SAR1	Q9NR31	protein-coding gene
HGNC:10535	SAR1B	not-available	Q9Y6B6	protein-coding gene
HGNC:28789	SARAF	MGC8721	Q96BY9	protein-coding gene
HGNC:10536	SARDH	SDH	Q9UL12	protein-coding gene
HGNC:17074	SARM1	SARM;KIAA0524;SAMD2	Q6SZW1	protein-coding gene
HGNC:24432	SARNP	THO1;CIP29;Hcc-1	P82979	protein-coding gene
HGNC:10537	SARS1	SERS	P49591	protein-coding gene
HGNC:17697	SARS2	SerRSmt;mtSerRS;SARS;SERS;SYS;FLJ20450	Q9NP81	protein-coding gene
HGNC:10538	SART1	Snu66;SNRNP110;Ara1;HAF	O43290	protein-coding gene
HGNC:16860	SART3	KIAA0156;TIP110;RP11-13G14;p110	Q15020	protein-coding gene
HGNC:19182	SASH1	SH3D6A;KIAA0790;dJ323M4.1	O94885	protein-coding gene
HGNC:15975	SASH3	SH3D6C;HACS2;SLY;753P9	O75995	protein-coding gene
HGNC:25403	SASS6	FLJ22097;SAS6;DKFZp761A078;SAS-6	Q6UVJ0	protein-coding gene
HGNC:10540	SAT1	SSAT	P21673	protein-coding gene
HGNC:23160	SAT2	SSAT2	Q96F10	protein-coding gene
HGNC:10541	SATB1	not-available	Q01826	protein-coding gene
HGNC:21637	SATB2	FLJ21474;KIAA1034	Q9UPW6	protein-coding gene
HGNC:27992	SATL1	not-available	Q86VE3	protein-coding gene
HGNC:17795	SAV1	salvador;WWP4;WW45	Q9H4B6	protein-coding gene
HGNC:28566	SAXO1	MGC35182	Q8IYX7	protein-coding gene
HGNC:33727	SAXO2	DKFZp666G057	Q658L1	protein-coding gene
HGNC:56771	SAXO3	not-available	A0A1B0GTJ6	protein-coding gene
HGNC:28869	SAXO4	IIIG9;FLJ32771	Q7Z5V6	protein-coding gene
HGNC:24745	SAXO5	FLJ35784	Q8NA69	protein-coding gene
HGNC:21025	SAYSD1	FLJ11101	Q9NPB0	protein-coding gene
HGNC:19440	SBDS	CGI-97;SDS;SDO1;SWDS;FLJ10917	Q9Y3A5	protein-coding gene
HGNC:10542	SBF1	MTMR5;DENND7A	O95248	protein-coding gene
HGNC:2135	SBF2	KIAA1766;DENND7B;MTMR13	Q86WG5	protein-coding gene
HGNC:17699	SBK1	Sbk	Q52WX2	protein-coding gene
HGNC:34416	SBK2	SGK069	P0C263	protein-coding gene
HGNC:44121	SBK3	SgK110	P0C264	protein-coding gene
HGNC:22973	SBNO1	FLJ10701;MOP3;Sno;FLJ10833	A3KN83	protein-coding gene
HGNC:29158	SBNO2	FLJ00173;Sno;Stno	Q9Y2G9	protein-coding gene
HGNC:24950	SBSN	HLAR698;UNQ698	Q6UWP8	protein-coding gene
HGNC:30362	SBSPON	RPESP	Q8IVN8	protein-coding gene
HGNC:10547	SC5D	not-available	O75845	protein-coding gene
HGNC:30403	SCAF1	FLJ00034;SR-A1	Q9H7N4	protein-coding gene
HGNC:10784	SCAF11	SIP1;CASP11;SRRP129	Q99590	protein-coding gene
HGNC:19304	SCAF4	SRA4;KIAA1172;DKFZp434E098	O95104	protein-coding gene
HGNC:20959	SCAF8	KIAA1116	Q9UPN6	protein-coding gene
HGNC:26709	SCAI	NET40;FLJ36664	Q8N9R8	protein-coding gene
HGNC:10563	SCAMP1	SCAMP37	O15126	protein-coding gene
HGNC:10564	SCAMP2	not-available	O15127	protein-coding gene
HGNC:10565	SCAMP3	not-available	O14828	protein-coding gene
HGNC:30385	SCAMP4	FLJ33847	Q969E2	protein-coding gene
HGNC:30386	SCAMP5	MGC24969	Q8TAC9	protein-coding gene
HGNC:10566	SCAND1	RAZ1;SDP1	P57086	protein-coding gene
HGNC:10567	SCAND2P	not-available	Q9GZW5	pseudogene
HGNC:13851	SCAND3	FAM200D;FLJ31087;KIAA1925;ZFP38-L;Buster4	Q6R2W3	protein-coding gene
HGNC:30634	SCAP	KIAA0199	Q12770	protein-coding gene
HGNC:13081	SCAPER	Zfp291	Q9BY12	protein-coding gene
HGNC:19000	SCARA3	CSR;MSRL1;APC7;CSR1;MSLR1	Q6AZY7	protein-coding gene
HGNC:28701	SCARA5	NET33;MGC45780;FLJ23907	Q6ZMJ2	protein-coding gene
HGNC:1664	SCARB1	CLA1;SR-BI;CLA-1;SRB1	Q8WTV0	protein-coding gene
HGNC:1665	SCARB2	HLGP85;SR-BII;LIMP-2;LIMPII	Q14108	protein-coding gene
HGNC:16820	SCARF1	KIAA0149;SREC1;SREC	Q14162	protein-coding gene
HGNC:19869	SCARF2	SREC2;SREC-II;HUMZD58C02	Q96GP6	protein-coding gene
HGNC:32411	SCART1	CD163c-alpha	Q4G0T1	protein-coding gene
HGNC:24275	SCCPDH	CGI-49;NET11	Q8NBX0	protein-coding gene
HGNC:10571	SCD	FADS5;SCD1	O00767	protein-coding gene
HGNC:21088	SCD5	HSCD5;FLJ21032;FADS4;ACOD4	Q86SK9	protein-coding gene
HGNC:10573	SCEL	MGC22531;FLJ21667	O95171	protein-coding gene
HGNC:20726	SCFD1	STXBP1L2;RA410;SLY1;KIAA0917	Q8WVM8	protein-coding gene
HGNC:30676	SCFD2	STXBP1L1;FLJ39514	Q8WU76	protein-coding gene
HGNC:10575	SCG2	SgII;CHGC;SN	P13521	protein-coding gene
HGNC:13707	SCG3	FLJ90833;SgIII	Q8WXD2	protein-coding gene
HGNC:10816	SCG5	SgV;7B2	P05408	protein-coding gene
HGNC:12523	SCGB1A1	CC10;CC16;CCSP	P11684	protein-coding gene
HGNC:18394	SCGB1C1	RYD5	Q8TD33	protein-coding gene
HGNC:51242	SCGB1C2	not-available	P0DMR2	protein-coding gene
HGNC:18395	SCGB1D1	LIPA;LPHA;MGC71958	O95968	protein-coding gene
HGNC:18396	SCGB1D2	LIPB;LPHB	O95969	protein-coding gene
HGNC:31748	SCGB1D4	IIS	Q6XE38	protein-coding gene
HGNC:7051	SCGB2A1	MGC71973;UGB3;LPHC	O75556	protein-coding gene
HGNC:7050	SCGB2A2	MGC71974;UGB2	Q13296	protein-coding gene
HGNC:27616	SCGB2B2	SCGB4A2	Q4G0G5	protein-coding gene
HGNC:18384	SCGB3A1	HIN-1;LU105;PnSP-2;HIN1;UGRP2	Q96QR1	protein-coding gene
HGNC:18391	SCGB3A2	PNSP1;UGRP1;LU103	Q96PL1	protein-coding gene
HGNC:16941	SCGN	SEGN;SECRET;DJ501N12.8;CALBL	O76038	protein-coding gene
HGNC:15678	SCHIP1	SCHIP-1	P0DPB3	protein-coding gene
HGNC:33504	SCIMP	MGC163426;FLJ32580;MGC163428;UNQ5783;DTFT5783	Q6UWF3	protein-coding gene
HGNC:21695	SCIN	KIAA1905	Q9Y6U3	protein-coding gene
HGNC:26406	SCLT1	FLJ30655;hCAP-1A	Q96NL6	protein-coding gene
HGNC:18161	SCLY	SCL	Q96I15	protein-coding gene
HGNC:19003	SCMH1	Scml3	Q96GD3	protein-coding gene
HGNC:10580	SCML1	not-available	Q9UN30	protein-coding gene
HGNC:10581	SCML2	not-available	Q9UQR0	protein-coding gene
HGNC:21397	SCML4	dJ47M23.1	Q8N228	protein-coding gene
HGNC:10582	SCN10A	PN3;Nav1.8;hPN3;SNS	Q9Y5Y9	protein-coding gene
HGNC:10583	SCN11A	not-available;Nav1.9;SNS-2	Q9UI33	protein-coding gene
HGNC:10585	SCN1A	Nav1.1;NAC1;SMEI;HBSCI;GEFSP2	P35498	protein-coding gene
HGNC:10586	SCN1B	not-available	Q07699	protein-coding gene
HGNC:10588	SCN2A	HBSCII;HBSCI;Nav1.2	Q99250	protein-coding gene
HGNC:10589	SCN2B	not-available	O60939	protein-coding gene
HGNC:10590	SCN3A	Nav1.3	Q9NY46	protein-coding gene
HGNC:20665	SCN3B	SCNB3;HSA243396	Q9NY72	protein-coding gene
HGNC:10591	SCN4A	HYPP;Nav1.4;SkM1	P35499	protein-coding gene
HGNC:10592	SCN4B	LQT10	Q8IWT1	protein-coding gene
HGNC:10593	SCN5A	LQT3;SSS1;Nav1.5;HBBD;ICCD;HH1;HB2;PFHB1;CDCD2;IVF;CMPD2;HB1	Q14524	protein-coding gene
HGNC:10594	SCN7A	Nav2.1;NaG;Nav2.2	Q01118	protein-coding gene
HGNC:10596	SCN8A	Nav1.6;CIAT;CerIII;NaCh6;PN4	Q9UQD0	protein-coding gene
HGNC:10597	SCN9A	PN1;ETHA;Nav1.7;NE-NA;NENA	Q15858	protein-coding gene
HGNC:23136	SCNM1	MGC3180	Q9BWG6	protein-coding gene
HGNC:10599	SCNN1A	ENaCalpha	P37088	protein-coding gene
HGNC:10600	SCNN1B	ENaCbeta	P51168	protein-coding gene
HGNC:10601	SCNN1D	dNaCh;ENaCdelta	P51172	protein-coding gene
HGNC:10602	SCNN1G	ENaCgamma;SCNEG	P51170	protein-coding gene
HGNC:10603	SCO1	not-available	O75880	protein-coding gene
HGNC:10604	SCO2	SCO1L	O43819	protein-coding gene
HGNC:20335	SCOC	HRIHFB2072;UNC-69;SCOCO	Q9UIL1	protein-coding gene
HGNC:10606	SCP2	not-available	P22307	protein-coding gene
HGNC:16211	SCP2D1	HSD22;dJ1068E13.2	Q9UJQ7	protein-coding gene
HGNC:16210	SCP2D1-AS1	dJ1068E13.1	Q9BR46	non-coding RNA
HGNC:29507	SCPEP1	RISC	Q9HB40	protein-coding gene
HGNC:56851	SCPPPQ1	not-available	A0A411D538	protein-coding gene
HGNC:17036	SCRG1	lincSCRG1;SCRG-1	O75711	protein-coding gene
HGNC:30377	SCRIB	Vartul;KIAA0147;SCRB1	C0HLS1;Q14160	protein-coding gene
HGNC:22192	SCRN1	KIAA0193	Q12765	protein-coding gene
HGNC:30381	SCRN2	not-available	Q96FV2	protein-coding gene
HGNC:30382	SCRN3	FLJ23142	Q0VDG4	protein-coding gene
HGNC:15950	SCRT1	DKFZp547F072;ZNF898	Q9BWW7	protein-coding gene
HGNC:15952	SCRT2	ZNF898B	Q9NQ03	protein-coding gene
HGNC:10607	SCT	not-available	P09683	protein-coding gene
HGNC:10608	SCTR	not-available	P47872	protein-coding gene
HGNC:13441	SCUBE1	not-available	Q8IWY4	protein-coding gene
HGNC:30425	SCUBE2	Cegb1;Cegf1;FLJ16792	Q9NQ36	protein-coding gene
HGNC:13655	SCUBE3	FLJ34743	Q8IX30	protein-coding gene
HGNC:32322	SCX	bHLHa48;bHLHa41	Q7RTU7	protein-coding gene
HGNC:34218	SCYGR1	KRTAP28-1	A0A286YEY9	protein-coding gene
HGNC:34221	SCYGR10	KRTAP28p2;KRTAP28-10	A0A286YEX9	protein-coding gene
HGNC:34220	SCYGR2	KRTAP28-2	A0A286YFB4	protein-coding gene
HGNC:34222	SCYGR3	KRTAP28-3	A0A286YF60	protein-coding gene
HGNC:34223	SCYGR4	KRTAP28-4	A0A286YEV6	protein-coding gene
HGNC:34224	SCYGR5	KRTAP28-5	A0A286YF46	protein-coding gene
HGNC:34225	SCYGR6	KRTAP28-6	A0A286YF77	protein-coding gene
HGNC:34226	SCYGR7	KRTAP28-7	A0A286YF01	protein-coding gene
HGNC:34227	SCYGR8	KRTAP28-8	A0A286YFG1	protein-coding gene
HGNC:34219	SCYGR9	KRTAP28p1;KRTAP28-9	P0DSO2	protein-coding gene
HGNC:14372	SCYL1	HT019;TRAP;TEIF;GKLP;TAPK;MGC78454;NKTL;P105	Q96KG9	protein-coding gene
HGNC:19286	SCYL2	CVAK104;KIAA1360	Q6P3W7	protein-coding gene
HGNC:19285	SCYL3	PACE-1;PACE1	Q8IZE3	protein-coding gene
HGNC:25537	SDAD1	FLJ10498;Sda1;hSDA	Q9NVU7	protein-coding gene
HGNC:10658	SDC1	CD138;syndecan;SYND1	P18827	protein-coding gene
HGNC:10659	SDC2	fibroglycan;CD362;SYND2	P34741	protein-coding gene
HGNC:10660	SDC3	N-syndecan;SYND3	O75056	protein-coding gene
HGNC:10661	SDC4	ryudocan;SYND4;amphiglycan	P31431	protein-coding gene
HGNC:10662	SDCBP	SYCL;SDCBP1;MDA-9	O00560	protein-coding gene
