score_col	pfes_value	p_case	p_control	presence_based
PFES_Physicochemical	1.451584	0.650301	0.087069	False
PFES_Physicochemical	1.453329	0.650588	0.086952	False
PFES_Physicochemical	1.455074	0.650873	0.086835	False
PFES_Physicochemical	1.456819	0.651158	0.086719	False
PFES_Physicochemical	1.458564	0.651443	0.086603	False
PFES_Physicochemical	1.460309	0.651728	0.086488	False
PFES_Physicochemical	1.462054	0.652011	0.086373	False
PFES_Physicochemical	1.463798	0.652295	0.086258	False
PFES_Physicochemical	1.465543	0.652579	0.086144	False
PFES_Physicochemical	1.467288	0.652862	0.08603	False
PFES_Physicochemical	1.469033	0.653145	0.085917	False
PFES_Physicochemical	1.470778	0.653427	0.085804	False
PFES_Physicochemical	1.472523	0.653709	0.085691	False
PFES_Physicochemical	1.474268	0.653991	0.085579	False
PFES_Physicochemical	1.476012	0.654272	0.085468	False
PFES_Physicochemical	1.477757	0.654553	0.085356	False
PFES_Physicochemical	1.479502	0.654834	0.085245	False
PFES_Physicochemical	1.481247	0.655114	0.085135	False
PFES_Physicochemical	1.482992	0.655394	0.085024	False
PFES_Physicochemical	1.484737	0.655674	0.084914	False
PFES_Physicochemical	1.486482	0.655953	0.084805	False
PFES_Physicochemical	1.488226	0.656232	0.084695	False
PFES_Physicochemical	1.489971	0.65651	0.084586	False
PFES_Physicochemical	1.491716	0.656789	0.084478	False
PFES_Physicochemical	1.493461	0.657066	0.08437	False
PFES_Physicochemical	1.495206	0.657344	0.084262	False
PFES_Physicochemical	1.496951	0.657621	0.084154	False
PFES_Physicochemical	1.498696	0.657898	0.084047	False
PFES_Physicochemical	1.500441	0.658174	0.08394	False
PFES_Physicochemical	1.502185	0.65845	0.083834	False
PFES_Physicochemical	1.50393	0.658726	0.083728	False
PFES_Physicochemical	1.505675	0.659001	0.083621	False
PFES_Physicochemical	1.50742	0.659276	0.083516	False
PFES_Physicochemical	1.509165	0.659552	0.083411	False
PFES_Physicochemical	1.51091	0.659826	0.083306	False
PFES_Physicochemical	1.512655	0.6601	0.083201	False
PFES_Physicochemical	1.514399	0.660374	0.083097	False
PFES_Physicochemical	1.516144	0.660647	0.082993	False
PFES_Physicochemical	1.517889	0.66092	0.082889	False
PFES_Physicochemical	1.519634	0.661192	0.082786	False
PFES_Physicochemical	1.521379	0.661465	0.082683	False
PFES_Physicochemical	1.523124	0.661737	0.08258	False
PFES_Physicochemical	1.524869	0.662008	0.082478	False
PFES_Physicochemical	1.526613	0.66228	0.082375	False
PFES_Physicochemical	1.528358	0.662551	0.082273	False
PFES_Physicochemical	1.530103	0.662822	0.082172	False
PFES_Physicochemical	1.531848	0.663092	0.08207	False
PFES_Physicochemical	1.533593	0.663362	0.081969	False
PFES_Physicochemical	1.535338	0.663632	0.081868	False
PFES_Physicochemical	1.537083	0.663901	0.081768	False
PFES_Physicochemical	1.538828	0.66417	0.081667	False
PFES_Physicochemical	1.540572	0.664439	0.081567	False
PFES_Physicochemical	1.542317	0.664707	0.081468	False
PFES_Physicochemical	1.544062	0.664975	0.081368	False
PFES_Physicochemical	1.545807	0.665243	0.081269	False
PFES_Physicochemical	1.547552	0.665511	0.08117	False
PFES_Physicochemical	1.549297	0.665778	0.081071	False
PFES_Physicochemical	1.551042	0.666045	0.080972	False
PFES_Physicochemical	1.552786	0.666312	0.080874	False
PFES_Physicochemical	1.554531	0.666578	0.080776	False
PFES_Physicochemical	1.556276	0.666843	0.080678	False
PFES_Physicochemical	1.558021	0.667109	0.080581	False
PFES_Physicochemical	1.559766	0.667375	0.080483	False
PFES_Physicochemical	1.561511	0.667639	0.080386	False
PFES_Physicochemical	1.563256	0.667904	0.080289	False
PFES_Physicochemical	1.565	0.668169	0.080193	False
PFES_Physicochemical	1.566745	0.668433	0.080096	False
PFES_Physicochemical	1.56849	0.668696	0.08	False
PFES_Physicochemical	1.570235	0.66896	0.079904	False
PFES_Physicochemical	1.57198	0.669223	0.079808	False
PFES_Physicochemical	1.573725	0.669486	0.079713	False
PFES_Physicochemical	1.57547	0.669748	0.079618	False
PFES_Physicochemical	1.577214	0.670011	0.079523	False
PFES_Physicochemical	1.578959	0.670273	0.079428	False
PFES_Physicochemical	1.580704	0.670534	0.079333	False
PFES_Physicochemical	1.582449	0.670796	0.079239	False
PFES_Physicochemical	1.584194	0.671058	0.079144	False
PFES_Physicochemical	1.585939	0.671318	0.07905	False
PFES_Physicochemical	1.587684	0.671579	0.078957	False
PFES_Physicochemical	1.589429	0.671839	0.078863	False
PFES_Physicochemical	1.591173	0.672099	0.078769	False
PFES_Physicochemical	1.592918	0.672359	0.078676	False
PFES_Physicochemical	1.594663	0.672619	0.078583	False
PFES_Physicochemical	1.596408	0.672878	0.07849	False
PFES_Physicochemical	1.598153	0.673137	0.078398	False
PFES_Physicochemical	1.599898	0.673395	0.078305	False
PFES_Physicochemical	1.601643	0.673654	0.078213	False
PFES_Physicochemical	1.603387	0.673913	0.078121	False
PFES_Physicochemical	1.605132	0.67417	0.078029	False
PFES_Physicochemical	1.606877	0.674428	0.077937	False
PFES_Physicochemical	1.608622	0.674686	0.077846	False
PFES_Physicochemical	1.610367	0.674943	0.077754	False
PFES_Physicochemical	1.612112	0.6752	0.077663	False
PFES_Physicochemical	1.613857	0.675456	0.077572	False
PFES_Physicochemical	1.615601	0.675713	0.077481	False
PFES_Physicochemical	1.617346	0.675969	0.077391	False
PFES_Physicochemical	1.619091	0.676225	0.0773	False
PFES_Physicochemical	1.620836	0.676481	0.07721	False
PFES_Physicochemical	1.622581	0.676736	0.07712	False
PFES_Physicochemical	1.624326	0.676992	0.07703	False
PFES_Physicochemical	1.626071	0.677247	0.07694	False
PFES_Physicochemical	1.627816	0.677502	0.076851	False
PFES_Physicochemical	1.62956	0.677756	0.076762	False
PFES_Physicochemical	1.631305	0.67801	0.076672	False
PFES_Physicochemical	1.63305	0.678265	0.076583	False
PFES_Physicochemical	1.634795	0.678519	0.076494	False
PFES_Physicochemical	1.63654	0.678772	0.076406	False
PFES_Physicochemical	1.638285	0.679026	0.076317	False
PFES_Physicochemical	1.64003	0.679279	0.076229	False
PFES_Physicochemical	1.641774	0.679532	0.076141	False
PFES_Physicochemical	1.643519	0.679785	0.076053	False
PFES_Physicochemical	1.645264	0.680038	0.075965	False
PFES_Physicochemical	1.647009	0.680291	0.075877	False
PFES_Physicochemical	1.648754	0.680543	0.07579	False
PFES_Physicochemical	1.650499	0.680795	0.075702	False
PFES_Physicochemical	1.652244	0.681047	0.075615	False
PFES_Physicochemical	1.653988	0.681299	0.075528	False
PFES_Physicochemical	1.655733	0.68155	0.075441	False
PFES_Physicochemical	1.657478	0.681802	0.075355	False
PFES_Physicochemical	1.659223	0.682053	0.075268	False
PFES_Physicochemical	1.660968	0.682304	0.075182	False
PFES_Physicochemical	1.662713	0.682554	0.075095	False
PFES_Physicochemical	1.664458	0.682805	0.075009	False
PFES_Physicochemical	1.666202	0.683056	0.074923	False
PFES_Physicochemical	1.667947	0.683306	0.074838	False
PFES_Physicochemical	1.669692	0.683556	0.074752	False
PFES_Physicochemical	1.671437	0.683806	0.074667	False
PFES_Physicochemical	1.673182	0.684056	0.074581	False
PFES_Physicochemical	1.674927	0.684306	0.074497	False
PFES_Physicochemical	1.676672	0.684555	0.074412	False
PFES_Physicochemical	1.678417	0.684805	0.074327	False
PFES_Physicochemical	1.680161	0.685054	0.074242	False
PFES_Physicochemical	1.681906	0.685303	0.074158	False
PFES_Physicochemical	1.683651	0.685552	0.074073	False
PFES_Physicochemical	1.685396	0.685801	0.073989	False
PFES_Physicochemical	1.687141	0.686049	0.073905	False
PFES_Physicochemical	1.688886	0.686298	0.073821	False
PFES_Physicochemical	1.690631	0.686546	0.073738	False
PFES_Physicochemical	1.692375	0.686794	0.073654	False
PFES_Physicochemical	1.69412	0.687042	0.073571	False
PFES_Physicochemical	1.695865	0.68729	0.073488	False
PFES_Physicochemical	1.69761	0.687538	0.073405	False
PFES_Physicochemical	1.699355	0.687786	0.073322	False
PFES_Physicochemical	1.7011	0.688034	0.073239	False
PFES_Physicochemical	1.702845	0.688281	0.073157	False
PFES_Physicochemical	1.704589	0.688529	0.073074	False
PFES_Physicochemical	1.706334	0.688776	0.072992	False
PFES_Physicochemical	1.708079	0.689023	0.07291	False
PFES_Physicochemical	1.709824	0.68927	0.072828	False
PFES_Physicochemical	1.711569	0.689517	0.072746	False
PFES_Physicochemical	1.713314	0.689764	0.072665	False
PFES_Physicochemical	1.715059	0.690011	0.072583	False
PFES_Physicochemical	1.716804	0.690258	0.072502	False
PFES_Physicochemical	1.718548	0.690504	0.072421	False
PFES_Physicochemical	1.720293	0.690751	0.07234	False
PFES_Physicochemical	1.722038	0.690997	0.072259	False
PFES_Physicochemical	1.723783	0.691244	0.072178	False
PFES_Physicochemical	1.725528	0.69149	0.072098	False
PFES_Physicochemical	1.727273	0.691736	0.072017	False
PFES_Physicochemical	1.729018	0.691982	0.071937	False
PFES_Physicochemical	1.730762	0.692228	0.071857	False
PFES_Physicochemical	1.732507	0.692474	0.071777	False
PFES_Physicochemical	1.734252	0.69272	0.071697	False
PFES_Physicochemical	1.735997	0.692966	0.071617	False
PFES_Physicochemical	1.737742	0.693212	0.071538	False
PFES_Physicochemical	1.739487	0.693458	0.071458	False
PFES_Physicochemical	1.741232	0.693704	0.071379	False
PFES_Physicochemical	1.742976	0.693949	0.0713	False
PFES_Physicochemical	1.744721	0.694195	0.071221	False
PFES_Physicochemical	1.746466	0.69444	0.071142	False
PFES_Physicochemical	1.748211	0.694686	0.071064	False
PFES_Physicochemical	1.749956	0.694931	0.070985	False
PFES_Physicochemical	1.751701	0.695177	0.070907	False
PFES_Physicochemical	1.753446	0.695422	0.070829	False
PFES_Physicochemical	1.755191	0.695668	0.070751	False
PFES_Physicochemical	1.756935	0.695913	0.070673	False
PFES_Physicochemical	1.75868	0.696159	0.070595	False
PFES_Physicochemical	1.760425	0.696404	0.070517	False
PFES_Physicochemical	1.76217	0.696649	0.07044	False
PFES_Physicochemical	1.763915	0.696895	0.070362	False
PFES_Physicochemical	1.76566	0.69714	0.070285	False
PFES_Physicochemical	1.767405	0.697385	0.070208	False
PFES_Physicochemical	1.769149	0.69763	0.070131	False
PFES_Physicochemical	1.770894	0.697876	0.070054	False
PFES_Physicochemical	1.772639	0.698121	0.069977	False
PFES_Physicochemical	1.774384	0.698366	0.069901	False
PFES_Physicochemical	1.776129	0.698612	0.069824	False
PFES_Physicochemical	1.777874	0.698857	0.069748	False
PFES_Physicochemical	1.779619	0.699102	0.069672	False
PFES_Physicochemical	1.781363	0.699347	0.069596	False
PFES_Physicochemical	1.783108	0.699593	0.06952	False
PFES_Physicochemical	1.784853	0.699838	0.069444	False
PFES_Physicochemical	1.786598	0.700083	0.069368	False
PFES_Physicochemical	1.788343	0.700329	0.069293	False
PFES_Physicochemical	1.790088	0.700574	0.069217	False
PFES_Physicochemical	1.791833	0.70082	0.069142	False
PFES_Physicochemical	1.793577	0.701065	0.069066	False
PFES_Physicochemical	1.795322	0.70131	0.068991	False
PFES_Physicochemical	1.797067	0.701556	0.068916	False
PFES_Physicochemical	1.798812	0.701802	0.068841	False
PFES_Physicochemical	1.800557	0.702047	0.068766	False
PFES_Physicochemical	1.802302	0.702293	0.068692	False
PFES_Physicochemical	1.804047	0.702538	0.068617	False
PFES_Physicochemical	1.805792	0.702784	0.068542	False
PFES_Physicochemical	1.807536	0.70303	0.068468	False
PFES_Physicochemical	1.809281	0.703276	0.068394	False
PFES_Physicochemical	1.811026	0.703522	0.068319	False
PFES_Physicochemical	1.812771	0.703768	0.068245	False
PFES_Physicochemical	1.814516	0.704014	0.068171	False
PFES_Physicochemical	1.816261	0.70426	0.068097	False
PFES_Physicochemical	1.818006	0.704506	0.068023	False
PFES_Physicochemical	1.81975	0.704752	0.067949	False
PFES_Physicochemical	1.821495	0.704998	0.067876	False
PFES_Physicochemical	1.82324	0.705244	0.067802	False
PFES_Physicochemical	1.824985	0.705491	0.067728	False
PFES_Physicochemical	1.82673	0.705737	0.067655	False
PFES_Physicochemical	1.828475	0.705984	0.067581	False
PFES_Physicochemical	1.83022	0.70623	0.067508	False
PFES_Physicochemical	1.831964	0.706477	0.067435	False
PFES_Physicochemical	1.833709	0.706724	0.067361	False
PFES_Physicochemical	1.835454	0.706971	0.067288	False
PFES_Physicochemical	1.837199	0.707218	0.067215	False
PFES_Physicochemical	1.838944	0.707465	0.067142	False
PFES_Physicochemical	1.840689	0.707712	0.067069	False
PFES_Physicochemical	1.842434	0.707959	0.066996	False
PFES_Physicochemical	1.844179	0.708207	0.066923	False
PFES_Physicochemical	1.845923	0.708454	0.06685	False
PFES_Physicochemical	1.847668	0.708701	0.066777	False
PFES_Physicochemical	1.849413	0.708949	0.066704	False
PFES_Physicochemical	1.851158	0.709197	0.066631	False
PFES_Physicochemical	1.852903	0.709445	0.066558	False
PFES_Physicochemical	1.854648	0.709693	0.066485	False
PFES_Physicochemical	1.856393	0.709941	0.066413	False
PFES_Physicochemical	1.858137	0.710189	0.06634	False
PFES_Physicochemical	1.859882	0.710437	0.066267	False
PFES_Physicochemical	1.861627	0.710685	0.066194	False
PFES_Physicochemical	1.863372	0.710934	0.066122	False
PFES_Physicochemical	1.865117	0.711182	0.066049	False
PFES_Physicochemical	1.866862	0.711431	0.065976	False
PFES_Physicochemical	1.868607	0.71168	0.065904	False
PFES_Physicochemical	1.870351	0.711929	0.065831	False
PFES_Physicochemical	1.872096	0.712178	0.065758	False
PFES_Physicochemical	1.873841	0.712428	0.065685	False
PFES_Physicochemical	1.875586	0.712677	0.065612	False
PFES_Physicochemical	1.877331	0.712926	0.06554	False
PFES_Physicochemical	1.879076	0.713176	0.065467	False
PFES_Physicochemical	1.880821	0.713426	0.065394	False
PFES_Physicochemical	1.882566	0.713676	0.065321	False
PFES_Physicochemical	1.88431	0.713926	0.065248	False
PFES_Physicochemical	1.886055	0.714176	0.065175	False
PFES_Physicochemical	1.8878	0.714426	0.065102	False
PFES_Physicochemical	1.889545	0.714676	0.065029	False
PFES_Physicochemical	1.89129	0.714927	0.064956	False
PFES_Physicochemical	1.893035	0.715178	0.064883	False
PFES_Physicochemical	1.89478	0.715429	0.06481	False
PFES_Physicochemical	1.896524	0.71568	0.064736	False
PFES_Physicochemical	1.898269	0.715931	0.064663	False
PFES_Physicochemical	1.900014	0.716182	0.06459	False
PFES_Physicochemical	1.901759	0.716433	0.064516	False
PFES_Physicochemical	1.903504	0.716685	0.064443	False
PFES_Physicochemical	1.905249	0.716937	0.064369	False
PFES_Physicochemical	1.906994	0.717189	0.064295	False
PFES_Physicochemical	1.908738	0.717441	0.064221	False
PFES_Physicochemical	1.910483	0.717693	0.064147	False
PFES_Physicochemical	1.912228	0.717945	0.064073	False
PFES_Physicochemical	1.913973	0.718198	0.063999	False
PFES_Physicochemical	1.915718	0.71845	0.063925	False
PFES_Physicochemical	1.917463	0.718703	0.063851	False
PFES_Physicochemical	1.919208	0.718956	0.063776	False
PFES_Physicochemical	1.920952	0.719209	0.063702	False
PFES_Physicochemical	1.922697	0.719463	0.063627	False
PFES_Physicochemical	1.924442	0.719716	0.063552	False
PFES_Physicochemical	1.926187	0.71997	0.063477	False
PFES_Physicochemical	1.927932	0.720223	0.063402	False
PFES_Physicochemical	1.929677	0.720477	0.063327	False
PFES_Physicochemical	1.931422	0.720731	0.063252	False
PFES_Physicochemical	1.933167	0.720985	0.063176	False
PFES_Physicochemical	1.934911	0.72124	0.063101	False
PFES_Physicochemical	1.936656	0.721495	0.063025	False
PFES_Physicochemical	1.938401	0.721749	0.062949	False
PFES_Physicochemical	1.940146	0.722004	0.062873	False
PFES_Physicochemical	1.941891	0.722259	0.062797	False
PFES_Physicochemical	1.943636	0.722514	0.06272	False
PFES_Physicochemical	1.945381	0.72277	0.062644	False
PFES_Physicochemical	1.947125	0.723025	0.062567	False
PFES_Physicochemical	1.94887	0.723281	0.06249	False
PFES_Physicochemical	1.950615	0.723537	0.062413	False
PFES_Physicochemical	1.95236	0.723792	0.062336	False
PFES_Physicochemical	1.954105	0.724049	0.062258	False
PFES_Physicochemical	1.95585	0.724305	0.062181	False
PFES_Physicochemical	1.957595	0.724562	0.062103	False
PFES_Physicochemical	1.959339	0.724818	0.062024	False
PFES_Physicochemical	1.961084	0.725075	0.061946	False
PFES_Physicochemical	1.962829	0.725332	0.061868	False
PFES_Physicochemical	1.964574	0.725589	0.061789	False
PFES_Physicochemical	1.966319	0.725846	0.06171	False
PFES_Physicochemical	1.968064	0.726104	0.061631	False
PFES_Physicochemical	1.969809	0.726361	0.061552	False
PFES_Physicochemical	1.971554	0.726619	0.061472	False
PFES_Physicochemical	1.973298	0.726877	0.061393	False
PFES_Physicochemical	1.975043	0.727135	0.061312	False
PFES_Physicochemical	1.976788	0.727393	0.061232	False
PFES_Physicochemical	1.978533	0.727652	0.061152	False
PFES_Physicochemical	1.980278	0.72791	0.061071	False
PFES_Physicochemical	1.982023	0.728169	0.06099	False
PFES_Physicochemical	1.983768	0.728428	0.060909	False
PFES_Physicochemical	1.985512	0.728687	0.060828	False
PFES_Physicochemical	1.987257	0.728946	0.060746	False
PFES_Physicochemical	1.989002	0.729205	0.060664	False
PFES_Physicochemical	1.990747	0.729465	0.060582	False
PFES_Physicochemical	1.992492	0.729724	0.0605	False
PFES_Physicochemical	1.994237	0.729984	0.060417	False
PFES_Physicochemical	1.995982	0.730244	0.060334	False
PFES_Physicochemical	1.997726	0.730504	0.060251	False
PFES_Physicochemical	1.999471	0.730764	0.060168	False
PFES_Physicochemical	2.001216	0.731025	0.060084	False
PFES_Physicochemical	2.002961	0.731285	0.06	False
PFES_Physicochemical	2.004706	0.731546	0.059916	False
PFES_Physicochemical	2.006451	0.731807	0.059831	False
PFES_Physicochemical	2.008196	0.732067	0.059746	False
PFES_Physicochemical	2.009941	0.732328	0.059661	False
PFES_Physicochemical	2.011685	0.73259	0.059576	False
PFES_Physicochemical	2.01343	0.732851	0.05949	False
PFES_Physicochemical	2.015175	0.733112	0.059404	False
PFES_Physicochemical	2.01692	0.733374	0.059319	False
PFES_Physicochemical	2.018665	0.733636	0.059232	False
PFES_Physicochemical	2.02041	0.733897	0.059145	False
PFES_Physicochemical	2.022155	0.734159	0.059058	False
PFES_Physicochemical	2.023899	0.734421	0.058971	False
PFES_Physicochemical	2.025644	0.734684	0.058883	False
PFES_Physicochemical	2.027389	0.734946	0.058795	False
PFES_Physicochemical	2.029134	0.735208	0.058707	False
PFES_Physicochemical	2.030879	0.735471	0.058619	False
PFES_Physicochemical	2.032624	0.735733	0.05853	False
PFES_Physicochemical	2.034369	0.735996	0.058441	False
PFES_Physicochemical	2.036113	0.736259	0.058351	False
PFES_Physicochemical	2.037858	0.736522	0.058262	False
PFES_Physicochemical	2.039603	0.736785	0.058172	False
PFES_Physicochemical	2.041348	0.737048	0.058082	False
PFES_Physicochemical	2.043093	0.737312	0.057991	False
PFES_Physicochemical	2.044838	0.737575	0.057901	False
PFES_Physicochemical	2.046583	0.737839	0.057809	False
PFES_Physicochemical	2.048327	0.738102	0.057718	False
PFES_Physicochemical	2.050072	0.738366	0.057626	False
PFES_Physicochemical	2.051817	0.73863	0.057534	False
PFES_Physicochemical	2.053562	0.738894	0.057442	False
PFES_Physicochemical	2.055307	0.739158	0.057349	False
PFES_Physicochemical	2.057052	0.739422	0.057256	False
PFES_Physicochemical	2.058797	0.739686	0.057163	False
PFES_Physicochemical	2.060542	0.73995	0.05707	False
PFES_Physicochemical	2.062286	0.740214	0.056976	False
PFES_Physicochemical	2.064031	0.740478	0.056882	False
PFES_Physicochemical	2.065776	0.740743	0.056788	False
PFES_Physicochemical	2.067521	0.741007	0.056693	False
PFES_Physicochemical	2.069266	0.741272	0.056598	False
PFES_Physicochemical	2.071011	0.741536	0.056503	False
PFES_Physicochemical	2.072756	0.741801	0.056408	False
PFES_Physicochemical	2.0745	0.742066	0.056312	False
PFES_Physicochemical	2.076245	0.74233	0.056216	False
PFES_Physicochemical	2.07799	0.742595	0.056119	False
PFES_Physicochemical	2.079735	0.74286	0.056023	False
PFES_Physicochemical	2.08148	0.743125	0.055926	False
PFES_Physicochemical	2.083225	0.74339	0.055829	False
PFES_Physicochemical	2.08497	0.743655	0.055731	False
PFES_Physicochemical	2.086714	0.74392	0.055633	False
PFES_Physicochemical	2.088459	0.744185	0.055535	False
PFES_Physicochemical	2.090204	0.74445	0.055437	False
PFES_Physicochemical	2.091949	0.744715	0.055338	False
PFES_Physicochemical	2.093694	0.74498	0.05524	False
PFES_Physicochemical	2.095439	0.745246	0.055141	False
PFES_Physicochemical	2.097184	0.745511	0.055041	False
PFES_Physicochemical	2.098929	0.745776	0.054942	False
PFES_Physicochemical	2.100673	0.746041	0.054842	False
PFES_Physicochemical	2.102418	0.746306	0.054742	False
PFES_Physicochemical	2.104163	0.746571	0.054642	False
PFES_Physicochemical	2.105908	0.746837	0.054541	False
PFES_Physicochemical	2.107653	0.747102	0.05444	False
PFES_Physicochemical	2.109398	0.747367	0.054339	False
PFES_Physicochemical	2.111143	0.747632	0.054238	False
PFES_Physicochemical	2.112887	0.747897	0.054136	False
PFES_Physicochemical	2.114632	0.748162	0.054034	False
PFES_Physicochemical	2.116377	0.748427	0.053933	False
PFES_Physicochemical	2.118122	0.748693	0.05383	False
PFES_Physicochemical	2.119867	0.748958	0.053728	False
PFES_Physicochemical	2.121612	0.749223	0.053625	False
PFES_Physicochemical	2.123357	0.749488	0.053522	False
PFES_Physicochemical	2.125101	0.749753	0.053419	False
PFES_Physicochemical	2.126846	0.750018	0.053316	False
PFES_Physicochemical	2.128591	0.750282	0.053213	False
PFES_Physicochemical	2.130336	0.750547	0.053109	False
PFES_Physicochemical	2.132081	0.750812	0.053005	False
PFES_Physicochemical	2.133826	0.751077	0.052901	False
PFES_Physicochemical	2.135571	0.751341	0.052797	False
PFES_Physicochemical	2.137316	0.751606	0.052692	False
PFES_Physicochemical	2.13906	0.75187	0.052588	False
PFES_Physicochemical	2.140805	0.752135	0.052483	False
PFES_Physicochemical	2.14255	0.752399	0.052378	False
PFES_Physicochemical	2.144295	0.752663	0.052273	False
PFES_Physicochemical	2.14604	0.752928	0.052168	False
PFES_Physicochemical	2.147785	0.753192	0.052062	False
PFES_Physicochemical	2.14953	0.753456	0.051957	False
PFES_Physicochemical	2.151274	0.75372	0.051851	False
PFES_Physicochemical	2.153019	0.753983	0.051745	False
PFES_Physicochemical	2.154764	0.754247	0.051639	False
PFES_Physicochemical	2.156509	0.754511	0.051533	False
PFES_Physicochemical	2.158254	0.754774	0.051427	False
PFES_Physicochemical	2.159999	0.755037	0.051321	False
PFES_Physicochemical	2.161744	0.755301	0.051214	False
PFES_Physicochemical	2.163488	0.755564	0.051108	False
PFES_Physicochemical	2.165233	0.755827	0.051001	False
PFES_Physicochemical	2.166978	0.75609	0.050894	False
PFES_Physicochemical	2.168723	0.756352	0.050787	False
PFES_Physicochemical	2.170468	0.756615	0.050681	False
PFES_Physicochemical	2.172213	0.756877	0.050574	False
PFES_Physicochemical	2.173958	0.75714	0.050467	False
PFES_Physicochemical	2.175702	0.757402	0.050359	False
PFES_Physicochemical	2.177447	0.757664	0.050252	False
PFES_Physicochemical	2.179192	0.757926	0.050145	False
PFES_Physicochemical	2.180937	0.758187	0.050038	False
PFES_Physicochemical	2.182682	0.758449	0.04993	False
PFES_Physicochemical	2.184427	0.75871	0.049823	False
PFES_Physicochemical	2.186172	0.758971	0.049716	False
PFES_Physicochemical	2.187917	0.759233	0.049608	False
PFES_Physicochemical	2.189661	0.759493	0.049501	False
PFES_Physicochemical	2.191406	0.759754	0.049393	False
PFES_Physicochemical	2.193151	0.760014	0.049286	False
PFES_Physicochemical	2.194896	0.760275	0.049178	False
PFES_Physicochemical	2.196641	0.760535	0.049071	False
PFES_Physicochemical	2.198386	0.760794	0.048963	False
PFES_Physicochemical	2.200131	0.761054	0.048856	False
PFES_Physicochemical	2.201875	0.761314	0.048748	False
PFES_Physicochemical	2.20362	0.761573	0.048641	False
PFES_Physicochemical	2.205365	0.761832	0.048533	False
PFES_Physicochemical	2.20711	0.762091	0.048426	False
PFES_Physicochemical	2.208855	0.762349	0.048319	False
PFES_Physicochemical	2.2106	0.762607	0.048212	False
PFES_Physicochemical	2.212345	0.762866	0.048104	False
PFES_Physicochemical	2.214089	0.763124	0.047997	False
PFES_Physicochemical	2.215834	0.763381	0.04789	False
PFES_Physicochemical	2.217579	0.763638	0.047783	False
PFES_Physicochemical	2.219324	0.763896	0.047676	False
PFES_Physicochemical	2.221069	0.764153	0.047569	False
PFES_Physicochemical	2.222814	0.764409	0.047463	False
PFES_Physicochemical	2.224559	0.764665	0.047356	False
PFES_Physicochemical	2.226304	0.764922	0.04725	False
PFES_Physicochemical	2.228048	0.765177	0.047143	False
PFES_Physicochemical	2.229793	0.765433	0.047037	False
PFES_Physicochemical	2.231538	0.765688	0.046931	False
PFES_Physicochemical	2.233283	0.765944	0.046824	False
PFES_Physicochemical	2.235028	0.766198	0.046719	False
PFES_Physicochemical	2.236773	0.766452	0.046613	False
PFES_Physicochemical	2.238518	0.766707	0.046507	False
PFES_Physicochemical	2.240262	0.766961	0.046402	False
PFES_Physicochemical	2.242007	0.767214	0.046297	False
PFES_Physicochemical	2.243752	0.767467	0.046191	False
PFES_Physicochemical	2.245497	0.767721	0.046086	False
PFES_Physicochemical	2.247242	0.767973	0.045982	False
PFES_Physicochemical	2.248987	0.768225	0.045877	False
PFES_Physicochemical	2.250732	0.768478	0.045772	False
PFES_Physicochemical	2.252476	0.768729	0.045668	False
PFES_Physicochemical	2.254221	0.768981	0.045564	False
PFES_Physicochemical	2.255966	0.769232	0.04546	False
PFES_Physicochemical	2.257711	0.769483	0.045357	False
PFES_Physicochemical	2.259456	0.769733	0.045253	False
PFES_Physicochemical	2.261201	0.769983	0.04515	False
PFES_Physicochemical	2.262946	0.770233	0.045047	False
PFES_Physicochemical	2.264691	0.770483	0.044944	False
PFES_Physicochemical	2.266435	0.770732	0.044842	False
PFES_Physicochemical	2.26818	0.77098	0.04474	False
PFES_Physicochemical	2.269925	0.771229	0.044638	False
PFES_Physicochemical	2.27167	0.771477	0.044536	False
PFES_Physicochemical	2.273415	0.771725	0.044434	False
PFES_Physicochemical	2.27516	0.771972	0.044333	False
PFES_Physicochemical	2.276905	0.772219	0.044232	False
PFES_Physicochemical	2.278649	0.772466	0.044131	False
PFES_Physicochemical	2.280394	0.772712	0.044031	False
PFES_Physicochemical	2.282139	0.772958	0.043931	False
PFES_Physicochemical	2.283884	0.773204	0.043831	False
PFES_Physicochemical	2.285629	0.773448	0.043731	False
PFES_Physicochemical	2.287374	0.773693	0.043632	False
PFES_Physicochemical	2.289119	0.773938	0.043533	False
PFES_Physicochemical	2.290863	0.774182	0.043434	False
PFES_Physicochemical	2.292608	0.774425	0.043336	False
PFES_Physicochemical	2.294353	0.774669	0.043238	False
PFES_Physicochemical	2.296098	0.774912	0.04314	False
PFES_Physicochemical	2.297843	0.775154	0.043043	False
PFES_Physicochemical	2.299588	0.775396	0.042945	False
PFES_Physicochemical	2.301333	0.775638	0.042849	False
PFES_Physicochemical	2.303077	0.775879	0.042753	False
PFES_Physicochemical	2.304822	0.77612	0.042656	False
PFES_Physicochemical	2.306567	0.776361	0.042561	False
PFES_Physicochemical	2.308312	0.776601	0.042465	False
PFES_Physicochemical	2.310057	0.77684	0.04237	False
PFES_Physicochemical	2.311802	0.77708	0.042275	False
PFES_Physicochemical	2.313547	0.777319	0.042181	False
PFES_Physicochemical	2.315292	0.777557	0.042087	False
PFES_Physicochemical	2.317036	0.777795	0.041993	False
PFES_Physicochemical	2.318781	0.778033	0.0419	False
PFES_Physicochemical	2.320526	0.77827	0.041807	False
